person_age,person_education,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
23.0,3,62432.0,2,10000.0,7.14,0.16,2.0,644,0,0,0,0,0,0,0,1,0,0
23.0,1,18530.0,0,6250.0,15.27,0.34,2.0,621,0,1,0,0,1,0,0,0,0,1
22.0,2,20201.0,0,6250.0,9.91,0.31,2.0,647,0,1,0,0,1,0,0,0,0,1
24.0,1,62439.0,1,9000.0,7.14,0.14,3.0,667,1,0,0,1,0,0,1,0,0,0
22.0,4,23925.0,0,6250.0,7.51,0.26,3.0,579,0,1,0,0,1,0,0,0,0,0
25.0,4,24429.0,4,6250.0,15.31,0.26,2.0,718,0,1,0,0,1,1,0,0,0,0
24.0,3,62060.0,1,6000.0,10.75,0.1,2.0,529,1,0,0,1,0,0,0,0,0,1
23.0,2,23966.0,0,6250.0,16.82,0.26,4.0,676,0,1,0,0,1,0,1,0,0,0
22.0,4,62309.0,0,13000.0,13.48,0.21,3.0,645,1,0,0,0,0,0,0,0,0,1
22.0,3,24665.0,0,6250.0,11.01,0.25,3.0,613,0,1,0,0,1,1,0,0,0,0
21.0,1,25815.0,0,6250.0,13.85,0.24,3.0,578,0,0,0,0,1,1,0,0,0,0
21.0,3,28576.0,1,6250.0,13.48,0.22,3.0,673,0,0,0,0,1,0,0,0,1,0
22.0,3,28578.0,0,6250.0,12.73,0.22,2.0,525,0,0,0,0,1,0,0,1,0,0
25.0,3,62189.0,0,7000.0,7.88,0.11,4.0,671,0,0,0,0,0,0,0,0,0,0
23.0,1,62259.0,0,16000.0,13.11,0.26,3.0,658,1,0,0,0,0,0,0,0,1,0
25.0,2,29964.0,2,6250.0,13.72,0.21,3.0,650,1,0,0,0,1,0,0,0,0,0
23.0,3,30038.0,3,6250.0,12.53,0.21,3.0,618,1,0,0,0,1,1,0,0,0,0
24.0,4,32250.0,1,6250.0,6.91,0.19,4.0,678,1,0,0,0,1,0,0,1,0,0
21.0,3,62215.0,0,6000.0,7.88,0.1,2.0,593,1,0,0,0,0,0,0,0,1,0
22.0,1,33078.0,1,6250.0,15.99,0.19,4.0,618,0,1,0,0,1,0,0,1,0,0
22.0,2,66838.0,0,7000.0,6.91,0.1,4.0,592,1,0,0,0,1,0,0,0,0,1
24.0,1,62421.0,2,3600.0,7.14,0.06,2.0,685,1,0,0,0,0,0,1,0,0,0
24.0,2,67319.0,0,7000.0,7.88,0.1,4.0,643,1,0,0,0,1,0,0,1,0,0
22.0,3,62072.0,0,15200.0,10.99,0.24,4.0,510,1,0,0,0,0,1,0,0,0,0
24.0,2,62164.0,0,10000.0,15.31,0.16,2.0,582,1,0,0,1,0,0,0,0,0,1
26.0,1,61826.0,4,10000.0,7.74,0.16,3.0,540,1,0,0,0,0,0,1,0,0,0
22.0,1,68326.0,4,7000.0,11.36,0.1,2.0,599,0,0,0,0,1,0,0,0,0,0
21.0,4,55191.0,0,8000.0,15.31,0.14,3.0,524,0,1,0,0,0,0,0,0,0,0
24.0,2,68134.0,0,7000.0,8.59,0.1,3.0,703,1,0,0,0,1,0,0,0,0,1
24.0,4,62059.0,0,8500.0,8.94,0.14,3.0,684,0,0,0,0,0,0,1,0,0,0
26.0,3,68250.0,4,7000.0,9.07,0.1,3.0,602,1,0,0,0,1,0,0,0,1,0
25.0,3,61286.0,0,7000.0,15.57,0.11,3.0,642,0,1,0,0,1,0,0,1,0,0
25.0,1,68368.0,4,7000.0,14.22,0.1,4.0,589,1,0,0,0,1,0,0,1,0,0
23.0,3,70771.0,0,7000.0,13.04,0.1,4.0,676,0,0,0,0,1,0,0,0,1,0
23.0,3,63569.0,1,7000.0,13.85,0.11,4.0,637,0,1,0,0,1,0,0,1,0,0
24.0,2,62190.0,4,8000.0,10.96,0.13,3.0,668,1,0,0,0,0,1,0,0,0,0
26.0,3,72753.0,2,7000.0,13.49,0.1,2.0,656,0,0,0,0,1,0,0,0,0,0
24.0,4,62517.0,0,2000.0,12.99,0.03,4.0,682,1,0,0,0,0,0,1,0,0,0
23.0,1,62254.0,4,15000.0,13.16,0.24,4.0,608,0,0,0,0,0,1,0,0,0,0
22.0,2,72616.0,1,7000.0,14.65,0.1,2.0,621,1,0,0,0,1,0,0,0,1,0
23.0,3,72936.0,1,7000.0,6.03,0.1,3.0,597,0,0,0,0,1,0,0,0,0,0
24.0,2,62498.0,2,13000.0,10.95,0.21,2.0,618,0,0,0,0,0,1,0,0,0,0
25.0,4,65550.0,6,7000.0,20.0,0.11,3.0,601,0,1,0,0,1,0,0,0,0,0
22.0,1,62458.0,2,15500.0,10.99,0.25,3.0,621,0,0,0,0,0,0,0,0,0,1
24.0,1,65618.0,3,7000.0,15.99,0.11,3.0,673,0,1,0,0,1,0,0,0,0,0
25.0,2,73094.0,3,7000.0,15.62,0.1,4.0,687,1,0,0,0,1,0,0,0,0,1
25.0,2,73167.0,2,7000.0,6.92,0.1,2.0,621,1,0,0,0,1,0,1,0,0,0
23.0,2,73271.0,0,7000.0,5.79,0.1,3.0,692,0,0,0,0,1,0,0,0,0,0
26.0,3,73118.0,4,7000.0,6.91,0.1,2.0,647,1,0,0,0,1,0,0,1,0,0
25.0,3,62478.0,2,11000.0,5.99,0.18,3.0,651,1,0,0,0,0,0,0,0,0,1
25.0,2,73042.0,1,7000.0,9.25,0.1,2.0,657,1,0,0,0,1,0,0,1,0,0
24.0,1,72759.0,3,7000.0,6.54,0.1,4.0,641,0,0,0,0,1,1,0,0,0,0
22.0,1,62659.0,3,11200.0,15.31,0.18,3.0,602,1,0,0,1,0,0,0,0,1,0
25.0,2,72868.0,2,7000.0,10.36,0.1,4.0,656,1,0,0,0,1,0,0,1,0,0
23.0,3,62257.0,0,20000.0,10.37,0.32,3.0,656,1,0,0,0,0,0,0,0,0,1
22.0,1,72916.0,1,7000.0,6.91,0.1,2.0,690,0,0,0,0,1,1,0,0,0,0
22.0,1,73115.0,0,7000.0,9.99,0.1,4.0,492,1,0,0,0,1,0,0,1,0,0
22.0,3,65801.0,0,7000.0,14.96,0.11,4.0,674,0,1,0,0,1,0,0,1,0,0
24.0,2,72833.0,2,7000.0,7.88,0.1,3.0,550,0,0,0,0,1,0,0,0,0,1
22.0,1,65781.0,0,7000.0,14.96,0.11,3.0,437,0,1,0,0,1,0,0,0,1,0
24.0,2,73011.0,2,7000.0,9.32,0.1,3.0,668,1,0,0,0,1,1,0,0,0,0
24.0,2,73423.0,5,7000.0,8.59,0.1,3.0,591,0,0,0,0,1,0,0,0,0,1
24.0,3,63089.0,0,12000.0,7.88,0.19,2.0,537,0,0,0,0,0,0,0,1,0,0
22.0,1,62820.0,0,3000.0,11.83,0.05,2.0,646,1,0,0,0,0,0,0,1,0,0
23.0,1,55516.0,0,4400.0,13.16,0.08,3.0,509,0,1,0,0,0,0,0,0,0,0
25.0,2,63172.0,3,13800.0,10.38,0.22,4.0,595,1,0,0,0,0,1,0,0,0,0
22.0,1,73610.0,4,7000.0,12.84,0.1,2.0,576,0,0,0,0,1,0,0,0,0,0
26.0,1,62487.0,4,15000.0,6.92,0.24,2.0,618,1,0,0,1,0,0,1,0,0,0
24.0,3,62928.0,4,6300.0,5.79,0.1,3.0,525,1,0,0,0,0,0,0,0,0,1
23.0,1,75328.0,0,7000.0,9.91,0.09,4.0,568,1,0,0,0,1,0,0,0,1,0
26.0,3,62660.0,6,11000.0,11.01,0.18,3.0,652,1,0,0,0,0,0,0,0,0,1
26.0,4,62977.0,5,9600.0,15.21,0.15,4.0,545,1,0,0,0,0,0,1,0,0,0
24.0,3,63091.0,2,4000.0,7.51,0.06,2.0,662,0,0,0,0,0,0,0,1,0,0
22.0,2,62799.0,0,7500.0,9.88,0.12,3.0,658,1,0,0,0,0,1,0,0,0,0
25.0,3,75124.0,1,7000.0,7.49,0.09,4.0,600,1,0,0,0,1,0,0,0,0,0
23.0,1,75393.0,0,7000.0,11.01,0.09,2.0,575,0,0,0,0,1,0,0,1,0,0
23.0,1,62955.0,0,7200.0,10.65,0.11,3.0,522,1,0,0,0,0,1,0,0,0,0
26.0,2,76695.0,5,7000.0,14.84,0.09,2.0,712,0,0,0,0,1,0,0,0,0,1
22.0,3,77779.0,1,7000.0,5.79,0.09,3.0,657,0,0,0,0,1,1,0,0,0,0
22.0,3,63003.0,4,4200.0,10.59,0.07,3.0,660,0,0,0,0,0,1,0,0,0,0
23.0,1,63336.0,1,5000.0,10.59,0.08,3.0,526,0,0,0,0,0,0,0,0,0,0
23.0,2,78665.0,1,7000.0,11.86,0.09,3.0,605,0,0,0,0,1,0,0,1,0,0
25.0,2,78765.0,2,7000.0,12.73,0.09,2.0,657,1,0,0,0,1,0,0,0,1,0
22.0,1,79050.0,0,7000.0,14.27,0.09,4.0,622,1,0,0,0,1,1,0,0,0,0
22.0,1,62870.0,0,7000.0,12.98,0.11,2.0,608,0,0,0,0,0,0,0,0,0,1
22.0,1,78893.0,2,7000.0,15.99,0.09,3.0,604,0,0,0,0,1,1,0,0,0,0
25.0,3,63093.0,4,6000.0,11.01,0.1,4.0,632,1,0,0,1,0,0,0,0,0,1
22.0,2,78881.0,1,7000.0,12.99,0.09,2.0,520,1,0,0,0,1,0,0,0,0,0
26.0,2,63103.0,0,15000.0,9.88,0.24,3.0,543,1,0,0,1,0,0,1,0,0,0
24.0,3,63169.0,6,20000.0,12.87,0.32,4.0,630,1,0,0,1,0,0,0,0,0,1
26.0,2,79357.0,3,7000.0,11.01,0.09,2.0,658,0,0,0,0,1,1,0,0,0,0
23.0,3,78889.0,1,7000.0,10.75,0.09,4.0,511,1,0,0,0,1,1,0,0,0,0
25.0,2,62563.0,6,12000.0,10.37,0.19,4.0,652,0,0,0,0,0,0,1,0,0,0
25.0,4,63240.0,3,4000.0,15.99,0.06,4.0,676,1,0,0,0,0,0,0,0,1,0
26.0,3,63263.0,1,13200.0,7.51,0.21,4.0,690,0,0,0,1,0,0,1,0,0,0
22.0,2,63055.0,0,7200.0,11.71,0.11,3.0,653,1,0,0,0,0,1,0,0,0,0
21.0,2,62945.0,0,5000.0,9.99,0.08,3.0,699,1,0,0,0,0,0,0,0,0,1
24.0,2,79038.0,2,7000.0,11.83,0.09,2.0,668,0,0,0,0,1,0,0,0,0,0
23.0,2,63084.0,0,10000.0,8.59,0.16,2.0,653,1,0,0,0,0,0,0,1,0,0
23.0,2,78866.0,0,7000.0,10.71,0.09,2.0,674,1,0,0,0,1,0,0,0,0,1
21.0,1,78754.0,0,7000.0,11.01,0.09,4.0,569,0,0,0,0,1,0,0,0,0,1
22.0,1,63002.0,0,14100.0,11.49,0.22,2.0,654,1,0,0,0,0,0,0,0,0,1
23.0,3,80307.0,0,7000.0,7.66,0.09,3.0,528,1,0,0,0,1,1,0,0,0,0
24.0,1,63465.0,0,15000.0,13.98,0.24,3.0,602,0,0,0,0,0,0,0,0,1,0
22.0,2,80342.0,2,7000.0,9.99,0.09,4.0,612,0,0,0,0,1,1,0,0,0,0
24.0,3,63235.0,0,7000.0,7.49,0.11,3.0,681,0,0,0,0,0,0,0,0,1,0
24.0,3,79934.0,1,7000.0,11.49,0.09,3.0,673,1,0,0,0,1,0,0,0,0,1
24.0,3,72818.0,0,7000.0,7.51,0.1,4.0,662,0,1,0,0,1,1,0,0,0,0
21.0,1,63397.0,0,18000.0,8.49,0.28,2.0,617,1,0,0,0,0,1,0,0,0,0
26.0,2,63769.0,3,18000.0,8.49,0.28,3.0,556,1,0,0,0,0,0,0,0,0,0
23.0,1,63171.0,0,5000.0,6.92,0.08,3.0,630,1,0,0,0,0,0,0,0,1,0
24.0,1,63318.0,1,12000.0,10.74,0.19,3.0,609,0,0,0,0,0,0,0,0,1,0
25.0,1,81112.0,0,7000.0,8.94,0.09,4.0,672,0,0,0,0,1,1,0,0,0,0
25.0,2,56239.0,1,11000.0,12.68,0.2,2.0,584,0,1,0,0,0,0,1,0,0,0
26.0,3,81476.0,4,7000.0,8.9,0.09,2.0,675,0,0,0,0,1,0,0,1,0,0
23.0,1,82434.0,0,7000.0,6.62,0.08,4.0,622,0,0,0,0,1,1,0,0,0,0
22.0,2,63659.0,0,8400.0,12.98,0.13,4.0,611,1,0,0,1,0,0,0,0,0,1
23.0,2,83270.0,0,7000.0,12.53,0.08,4.0,572,1,0,0,0,1,0,0,0,0,1
25.0,3,84295.0,2,7000.0,10.78,0.08,3.0,700,1,0,0,0,1,0,0,1,0,0
22.0,1,66136.0,0,7000.0,11.01,0.11,2.0,681,0,1,0,0,1,0,0,1,0,0
25.0,1,63376.0,4,7000.0,11.01,0.11,3.0,670,0,0,0,0,0,0,0,0,0,1
25.0,3,84908.0,1,7000.0,13.79,0.08,3.0,571,1,0,0,0,1,0,0,1,0,0
22.0,1,63353.0,0,6000.0,7.88,0.09,4.0,633,1,0,0,0,0,0,0,0,1,0
25.0,2,85328.0,0,7000.0,7.29,0.08,4.0,629,1,0,0,0,1,0,1,0,0,0
22.0,1,63524.0,0,6000.0,10.75,0.09,2.0,619,1,0,0,1,0,0,0,0,0,1
22.0,2,63593.0,0,9600.0,7.14,0.15,4.0,631,1,0,0,0,0,1,0,0,0,0
23.0,4,87347.0,3,7000.0,7.9,0.08,2.0,644,1,0,0,0,1,0,0,1,0,0
23.0,1,87575.0,0,7000.0,13.11,0.08,4.0,663,0,0,0,0,1,1,0,0,0,0
26.0,1,87452.0,5,7000.0,9.32,0.08,2.0,597,1,0,0,0,1,0,0,0,1,0
23.0,2,80563.0,1,7000.0,17.04,0.09,4.0,655,0,1,0,0,1,0,0,0,0,1
21.0,3,56178.0,0,17000.0,13.16,0.3,4.0,544,0,1,0,0,0,1,0,0,0,0
25.0,1,88382.0,2,7000.0,14.84,0.08,2.0,604,0,0,0,0,1,0,1,0,0,0
26.0,1,63163.0,4,1500.0,9.7,0.02,3.0,515,1,0,0,0,0,0,0,0,1,0
23.0,3,91027.0,0,7000.0,6.0,0.08,3.0,697,1,0,0,0,1,0,0,0,1,0
26.0,2,90968.0,6,7000.0,8.9,0.08,4.0,674,0,0,0,0,1,0,0,0,0,0
25.0,1,90865.0,0,7000.0,7.49,0.08,2.0,606,0,0,0,0,1,0,0,1,0,0
24.0,3,91130.0,4,7000.0,10.74,0.08,3.0,656,1,0,0,0,1,0,1,0,0,0
23.0,3,56153.0,2,9500.0,12.69,0.17,4.0,591,0,1,0,0,0,0,0,0,1,0
22.0,3,91067.0,0,7000.0,10.99,0.08,2.0,672,1,0,0,0,1,1,0,0,0,0
22.0,2,63558.0,0,12000.0,6.62,0.19,3.0,587,1,0,0,0,0,0,0,0,0,1
23.0,1,91921.0,1,7000.0,6.54,0.08,2.0,671,0,0,0,0,1,0,0,0,1,0
22.0,2,92486.0,0,7000.0,11.12,0.08,2.0,662,0,0,0,0,1,1,0,0,0,0
22.0,3,63123.0,0,6000.0,7.9,0.1,4.0,644,1,0,0,0,0,1,0,0,0,0
24.0,4,95223.0,0,7000.0,6.03,0.07,3.0,574,1,0,0,0,1,0,0,0,0,1
24.0,1,63327.0,0,18000.0,11.71,0.28,3.0,639,0,0,0,0,0,1,0,0,0,0
24.0,2,95927.0,4,7000.0,12.54,0.07,3.0,637,0,0,0,0,1,0,0,0,1,0
22.0,1,96842.0,1,7000.0,6.62,0.07,3.0,490,1,0,0,0,1,0,0,0,0,0
23.0,1,90335.0,0,7000.0,6.03,0.08,3.0,564,0,1,0,0,1,0,1,0,0,0
22.0,2,97014.0,0,7000.0,7.51,0.07,2.0,650,0,0,0,0,1,0,0,0,1,0
23.0,1,96988.0,0,7000.0,7.14,0.07,2.0,672,0,0,0,0,1,0,0,0,0,1
26.0,2,97326.0,6,7000.0,10.65,0.07,2.0,585,0,0,0,0,1,0,0,0,0,1
23.0,3,63261.0,0,12800.0,10.65,0.2,2.0,598,1,0,0,0,0,1,0,0,0,0
23.0,2,63221.0,2,6000.0,11.01,0.09,3.0,616,0,0,0,1,0,1,0,0,0,0
24.0,2,99473.0,5,7000.0,10.0,0.07,4.0,648,1,0,0,0,1,1,0,0,0,0
25.0,1,63458.0,3,14500.0,10.65,0.23,4.0,636,1,0,0,0,0,0,1,0,0,0
23.0,2,92393.0,0,7000.0,14.96,0.08,4.0,603,0,1,0,0,1,0,0,0,1,0
23.0,1,63319.0,1,22000.0,7.51,0.35,2.0,670,1,0,0,0,0,1,0,0,0,0
26.0,3,100427.0,7,7000.0,13.49,0.07,3.0,671,0,0,0,0,1,0,0,1,0,0
23.0,2,63199.0,0,8400.0,8.9,0.13,2.0,641,0,0,0,0,0,1,0,0,0,0
21.0,1,63447.0,0,13200.0,12.42,0.21,2.0,648,1,0,0,1,0,1,0,0,0,0
26.0,2,63285.0,2,6000.0,8.9,0.09,4.0,615,0,0,0,0,0,1,0,0,0,0
26.0,1,63401.0,4,10000.0,8.9,0.16,3.0,571,1,0,0,1,0,0,0,0,1,0
24.0,2,63236.0,0,11300.0,11.01,0.18,3.0,544,1,0,0,0,0,0,0,0,0,1
23.0,2,101266.0,1,7000.0,6.92,0.07,2.0,527,1,0,0,0,1,1,0,0,0,0
21.0,3,63633.0,0,5000.0,7.9,0.08,3.0,711,0,0,0,0,0,0,0,0,0,0
25.0,2,80815.0,3,7000.0,9.25,0.09,3.0,594,0,1,0,0,1,0,0,1,0,0
21.0,2,63116.0,0,2000.0,15.62,0.03,4.0,625,0,0,0,0,0,0,0,0,1,0
25.0,1,63524.0,3,3900.0,11.01,0.06,4.0,612,0,0,0,0,0,1,0,0,0,0
21.0,2,63120.0,0,13250.0,5.99,0.21,2.0,634,1,0,0,0,0,0,0,0,0,0
26.0,2,63310.0,4,3300.0,10.99,0.05,2.0,670,1,0,0,0,0,0,0,0,1,0
26.0,4,103142.0,2,7000.0,12.42,0.07,4.0,695,0,0,0,0,1,1,0,0,0,0
24.0,3,33603.0,3,6250.0,12.87,0.19,4.0,560,1,0,0,0,1,0,0,1,0,0
25.0,1,63628.0,0,6000.0,8.49,0.09,3.0,631,1,0,0,0,0,0,0,0,1,0
22.0,1,35313.0,3,6250.0,14.84,0.18,4.0,625,0,1,0,0,1,0,1,0,0,0
24.0,2,35819.0,2,6250.0,10.99,0.17,2.0,667,0,0,0,0,1,0,0,0,0,0
22.0,1,35836.0,0,6250.0,16.07,0.17,3.0,645,0,1,0,0,1,0,0,0,1,0
25.0,4,35649.0,4,6250.0,15.96,0.18,3.0,657,0,0,0,0,1,0,0,0,0,1
26.0,3,55915.0,4,7000.0,9.99,0.13,3.0,607,0,1,0,0,0,0,1,0,0,0
24.0,4,55760.0,0,10000.0,15.99,0.18,3.0,657,0,1,0,0,0,0,0,1,0,0
25.0,3,56329.0,2,6000.0,10.99,0.11,3.0,551,0,1,0,0,0,0,0,1,0,0
23.0,1,46759.0,1,6250.0,8.9,0.13,4.0,625,1,0,0,0,1,0,0,0,0,0
26.0,4,63535.0,3,8000.0,8.49,0.13,3.0,622,1,0,0,1,0,0,0,0,0,1
23.0,2,65547.0,3,6250.0,6.99,0.1,3.0,674,1,0,0,0,1,0,0,0,0,0
24.0,2,16183.0,0,6300.0,13.85,0.39,3.0,631,0,1,0,0,1,0,0,0,0,1
21.0,2,37102.0,0,6300.0,11.71,0.17,3.0,622,0,0,0,0,1,0,0,0,0,0
24.0,3,109356.0,0,7000.0,13.99,0.06,4.0,577,0,0,0,0,1,0,0,1,0,0
22.0,2,108780.0,0,7000.0,8.88,0.06,3.0,593,1,0,0,0,1,0,0,0,1,0
24.0,2,55979.0,6,29100.0,12.99,0.52,2.0,601,0,1,0,0,0,0,0,0,1,0
22.0,2,63239.0,2,20000.0,13.99,0.32,3.0,663,1,0,0,0,0,1,0,0,0,0
22.0,3,63504.0,0,2650.0,12.99,0.04,3.0,654,1,0,0,0,0,0,0,0,0,1
25.0,1,108989.0,5,7000.0,13.16,0.06,2.0,588,1,0,0,0,1,0,0,0,1,0
25.0,2,114688.0,0,7000.0,6.99,0.06,2.0,649,1,0,0,0,1,0,0,0,0,0
22.0,1,86016.0,0,7000.0,15.88,0.08,3.0,600,0,1,0,0,1,0,0,1,0,0
24.0,2,115937.0,4,7000.0,9.91,0.06,2.0,645,0,0,0,0,1,0,0,0,0,0
26.0,3,117560.0,0,7000.0,7.91,0.06,4.0,576,1,0,0,0,1,0,0,0,0,0
26.0,3,119886.0,5,7000.0,7.49,0.06,3.0,608,1,0,0,0,1,0,0,0,1,0
26.0,2,122034.0,4,7000.0,9.99,0.06,3.0,653,0,0,0,0,1,0,0,0,0,0
24.0,4,63349.0,6,9000.0,5.79,0.14,2.0,568,1,0,0,0,0,0,0,0,0,1
22.0,1,126915.0,3,7000.0,7.74,0.06,3.0,654,0,0,0,0,1,0,0,1,0,0
24.0,1,132986.0,1,7000.0,7.51,0.05,2.0,621,1,0,0,0,1,0,0,1,0,0
24.0,1,63508.0,2,3000.0,7.66,0.05,4.0,654,1,0,0,0,0,1,0,0,0,0
24.0,1,63144.0,1,15000.0,10.0,0.24,2.0,641,1,0,0,0,0,0,1,0,0,0
23.0,4,134232.0,0,7000.0,8.0,0.05,3.0,583,0,0,0,0,1,1,0,0,0,0
24.0,1,63580.0,4,14500.0,7.29,0.23,4.0,615,1,0,0,0,0,0,0,1,0,0
22.0,1,139493.0,0,7000.0,7.66,0.05,2.0,510,1,0,0,0,1,0,0,0,0,0
25.0,3,63502.0,5,8500.0,10.74,0.13,3.0,663,0,0,0,0,0,0,0,0,0,0
22.0,3,63582.0,0,9750.0,13.06,0.15,3.0,629,1,0,0,0,0,1,0,0,0,0
26.0,2,63618.0,5,5000.0,15.65,0.08,4.0,682,1,0,0,1,0,1,0,0,0,0
24.0,3,142765.0,0,7000.0,8.49,0.05,2.0,643,1,0,0,0,1,0,1,0,0,0
26.0,4,63783.0,7,6500.0,10.74,0.1,2.0,666,1,0,0,0,0,0,0,0,0,1
23.0,2,144713.0,0,7000.0,10.75,0.05,2.0,632,1,0,0,0,1,0,0,0,1,0
25.0,2,63197.0,1,6000.0,7.66,0.09,2.0,636,1,0,0,0,0,0,0,1,0,0
25.0,4,62883.0,3,24500.0,6.17,0.39,3.0,650,1,0,0,0,0,0,1,0,0,0
26.0,3,180875.0,5,7000.0,9.63,0.04,4.0,626,1,0,0,0,1,0,0,1,0,0
22.0,3,34351.0,0,6975.0,12.29,0.2,4.0,677,0,0,0,0,1,1,0,0,0,0
26.0,4,63374.0,3,10750.0,9.62,0.17,2.0,696,1,0,0,0,0,0,1,0,0,0
24.0,1,30624.0,0,6950.0,14.42,0.23,3.0,669,0,1,0,0,1,0,0,1,0,0
23.0,3,37343.0,1,6300.0,14.35,0.17,4.0,583,0,0,0,0,1,1,0,0,0,0
24.0,3,63237.0,0,7000.0,14.09,0.11,4.0,679,1,0,0,1,0,0,0,0,0,0
22.0,1,36588.0,0,6300.0,13.22,0.17,3.0,637,1,0,0,0,1,0,0,0,0,1
26.0,3,45390.0,2,6300.0,10.99,0.14,3.0,646,0,0,0,0,1,0,0,0,1,0
21.0,1,51981.0,0,6300.0,6.99,0.12,3.0,589,1,0,0,0,1,1,0,0,0,0
24.0,3,56074.0,0,12000.0,14.83,0.21,3.0,688,0,1,0,0,0,0,0,0,0,0
22.0,1,62369.0,0,6300.0,15.96,0.1,4.0,636,0,0,0,0,1,1,0,0,0,0
24.0,4,63788.0,1,1200.0,13.98,0.02,2.0,705,0,0,0,0,0,1,0,0,0,0
24.0,3,55898.0,0,12000.0,7.88,0.21,4.0,630,0,1,0,0,0,1,0,0,0,0
25.0,4,63549.0,0,12000.0,7.88,0.19,3.0,670,1,0,0,0,0,0,1,0,0,0
22.0,1,63102.0,2,3000.0,14.35,0.05,2.0,616,1,0,0,0,0,0,0,0,0,1
25.0,2,66404.0,0,6300.0,7.51,0.09,2.0,663,1,0,0,0,1,1,0,0,0,0
24.0,4,71342.0,5,6300.0,14.91,0.09,2.0,658,0,1,0,0,1,0,0,1,0,0
25.0,3,101581.0,1,6300.0,7.88,0.06,3.0,576,1,0,0,0,1,0,0,0,0,1
25.0,1,31110.0,1,6325.0,8.9,0.2,4.0,587,1,0,0,0,1,0,0,1,0,0
26.0,5,67197.0,5,6325.0,10.65,0.09,4.0,636,1,0,0,0,1,0,0,0,1,0
22.0,3,73406.0,0,6325.0,7.51,0.09,3.0,642,1,0,0,0,1,0,0,0,0,0
23.0,2,90157.0,0,6350.0,12.92,0.07,3.0,681,0,1,0,0,1,0,0,0,1,0
26.0,3,39588.0,3,6375.0,10.74,0.16,2.0,671,1,0,0,0,1,0,0,0,0,0
25.0,1,53822.0,4,6375.0,11.01,0.12,2.0,476,1,0,0,0,1,1,0,0,0,0
23.0,4,63554.0,0,6000.0,10.75,0.09,4.0,580,1,0,0,1,0,1,0,0,0,0
24.0,1,63299.0,2,4800.0,11.01,0.08,2.0,626,1,0,0,0,0,0,0,1,0,0
25.0,1,22616.0,2,6500.0,11.01,0.29,3.0,649,0,1,0,0,1,0,0,1,0,0
22.0,3,24993.0,0,6500.0,10.99,0.26,2.0,704,0,1,0,0,1,0,0,0,0,0
24.0,4,63170.0,0,12000.0,13.85,0.19,4.0,715,0,0,0,0,0,1,0,0,0,0
21.0,4,26038.0,0,6500.0,11.89,0.25,4.0,659,0,1,0,0,1,1,0,0,0,0
22.0,4,63308.0,1,18000.0,9.88,0.28,4.0,598,0,0,0,0,0,0,0,1,0,0
24.0,4,27134.0,1,6500.0,14.79,0.24,4.0,665,0,1,0,0,1,0,0,0,0,1
24.0,3,63278.0,4,5000.0,14.22,0.08,2.0,568,1,0,0,0,0,0,0,1,0,0
26.0,1,63389.0,6,10000.0,9.88,0.16,4.0,527,1,0,0,0,0,0,1,0,0,0
26.0,5,63408.0,4,6500.0,6.76,0.1,4.0,648,0,0,0,0,0,0,0,0,1,0
24.0,2,63581.0,2,4000.0,10.62,0.06,4.0,620,0,0,0,1,0,1,0,0,0,0
26.0,3,63340.0,3,2500.0,14.59,0.04,4.0,596,1,0,0,0,0,0,1,0,0,0
24.0,3,29691.0,1,6500.0,11.36,0.22,2.0,655,1,0,0,0,1,1,0,0,0,0
22.0,2,63259.0,0,3900.0,7.51,0.06,3.0,625,0,0,0,0,0,0,0,0,0,1
24.0,1,63085.0,1,7800.0,11.36,0.12,3.0,649,1,0,0,0,0,0,0,0,0,1
24.0,2,63622.0,3,5000.0,10.99,0.08,3.0,581,1,0,0,0,0,0,0,0,1,0
21.0,3,29554.0,0,6500.0,12.53,0.22,2.0,668,1,0,0,0,1,0,0,0,0,1
26.0,3,31074.0,5,6500.0,14.09,0.21,2.0,703,0,1,0,0,1,0,0,1,0,0
24.0,2,63163.0,2,3500.0,6.76,0.06,3.0,552,1,0,0,0,0,0,0,0,0,1
22.0,2,63583.0,0,10000.0,7.88,0.16,3.0,651,1,0,0,0,0,1,0,0,0,0
26.0,1,31744.0,4,6500.0,9.99,0.2,4.0,655,1,0,0,0,1,0,0,1,0,0
24.0,1,63530.0,0,8400.0,10.99,0.13,4.0,563,1,0,0,0,0,0,0,0,0,1
25.0,3,56206.0,3,19750.0,16.7,0.35,4.0,680,0,1,0,1,0,0,0,0,0,0
22.0,1,56431.0,0,8000.0,12.53,0.14,3.0,553,0,1,0,0,0,0,0,1,0,0
23.0,3,63018.0,1,10000.0,11.14,0.16,2.0,663,0,0,0,1,0,0,0,0,1,0
24.0,4,63173.0,0,5000.0,7.4,0.08,2.0,616,1,0,0,1,0,0,0,0,1,0
26.0,2,34551.0,3,6500.0,7.51,0.19,3.0,695,1,0,0,0,1,0,0,1,0,0
